Initializing Qwen Client with model: qwen3-vl-8b-instruct
Using Data Root: /ceph/hpc/home/euweihez/topcon/d2025d08-005-users/data_src/balanced/balanced_th/th/balanced_theory
--- SHARD INFO ---
Job ID: 1 / 4
Processing indices: 494 to 988 (Total: 494 papers)
[OhcWlo1M8q] figure_7.jpg -> classified as: Plots / Charts
[OhcWlo1M8q] figure_3.jpg -> classified as: Plots / Charts
[OhcWlo1M8q] figure_4.jpg -> classified as: Plots / Charts
[OhcWlo1M8q] figure_1.jpg -> classified as: Architecture Diagram
[OhcWlo1M8q] figure_8.jpg -> classified as: Plots / Charts
[OhcWlo1M8q] figure_10.jpg -> classified as: Plots / Charts
[OioOio3bmx] figure_5.jpg -> classified as: Plots / Charts
[OioOio3bmx] figure_6.jpg -> classified as: Plots / Charts
[OioOio3bmx] figure_7.jpg -> classified as: Plots / Charts
[OioOio3bmx] figure_3.jpg -> classified as: Plots / Charts
[OioOio3bmx] figure_4.jpg -> classified as: Plots / Charts
[OioOio3bmx] figure_1.jpg -> classified as: Plots / Charts
[OioOio3bmx] figure_8.jpg -> classified as: Plots / Charts
[OjAU0LLDbe] figure_1.jpg -> classified as: Qualitative Examples
[OjP6LUrw1O] figure_5.jpg -> classified as: Plots / Charts
[OjP6LUrw1O] figure_6.jpg -> classified as: Plots / Charts
[OjP6LUrw1O] figure_9.jpg -> classified as: Plots / Charts
[OjP6LUrw1O] figure_2.jpg -> classified as: Plots / Charts
[OjP6LUrw1O] figure_7.jpg -> classified as: Plots / Charts
[OjP6LUrw1O] figure_3.jpg -> classified as: Plots / Charts
[OjP6LUrw1O] figure_4.jpg -> classified as: Plots / Charts
[OjP6LUrw1O] figure_1.jpg -> classified as: Plots / Charts
[OjP6LUrw1O] figure_8.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_19.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_5.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_6.jpg -> classified as: Qualitative Examples
[Oju2Qu9jvn] figure_9.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_18.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_13.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_15.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_2.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_11.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_7.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_3.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_4.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_17.jpg -> classified as: Qualitative Examples
[Oju2Qu9jvn] figure_1.jpg -> classified as: Architecture Diagram
[Oju2Qu9jvn] figure_8.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_12.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_14.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_16.jpg -> classified as: Plots / Charts
[Oju2Qu9jvn] figure_10.jpg -> classified as: Plots / Charts
[OkHHJcMroY] figure_2.jpg -> classified as: Plots / Charts
[OkHHJcMroY] figure_3.jpg -> classified as: Plots / Charts
[OkHHJcMroY] figure_4.jpg -> classified as: Plots / Charts
[OkHHJcMroY] figure_1.jpg -> classified as: Plots / Charts
[OknsPawlUf] figure_5.jpg -> classified as: Plots / Charts
[OknsPawlUf] figure_6.jpg -> classified as: Plots / Charts
[OknsPawlUf] figure_2.jpg -> classified as: Plots / Charts
[OknsPawlUf] figure_7.jpg -> classified as: Plots / Charts
[OknsPawlUf] figure_3.jpg -> classified as: Plots / Charts
[OknsPawlUf] figure_4.jpg -> classified as: Plots / Charts
[OknsPawlUf] figure_1.jpg -> classified as: Plots / Charts
[OopiU1q328] figure_2.jpg -> classified as: Qualitative Examples
[OopiU1q328] figure_3.jpg -> classified as: Architecture Diagram
[OopiU1q328] figure_1.jpg -> classified as: Plots / Charts
[OqTVwjLlRI] figure_5.jpg -> classified as: Plots / Charts
[OqTVwjLlRI] figure_6.jpg -> classified as: Plots / Charts
[OqTVwjLlRI] figure_9.jpg -> classified as: Plots / Charts
[OqTVwjLlRI] figure_2.jpg -> classified as: Plots / Charts
[OqTVwjLlRI] figure_7.jpg -> classified as: Plots / Charts
[OqTVwjLlRI] figure_3.jpg -> classified as: Qualitative Examples
[OqTVwjLlRI] figure_4.jpg -> classified as: Plots / Charts
[OqTVwjLlRI] figure_1.jpg -> classified as: Plots / Charts
[OqTVwjLlRI] figure_8.jpg -> classified as: Plots / Charts
[OqTVwjLlRI] figure_10.jpg -> classified as: Plots / Charts
[Oqk1Ui6m0n] figure_5.jpg -> classified as: Plots / Charts
[Oqk1Ui6m0n] figure_6.jpg -> classified as: Plots / Charts
[Oqk1Ui6m0n] figure_2.jpg -> classified as: Plots / Charts
[Oqk1Ui6m0n] figure_3.jpg -> classified as: Plots / Charts
[Oqk1Ui6m0n] figure_4.jpg -> classified as: Plots / Charts
[Oqk1Ui6m0n] figure_1.jpg -> classified as: Plots / Charts
[OspqtLVUN5] figure_5.jpg -> classified as: Plots / Charts
[OspqtLVUN5] figure_6.jpg -> classified as: Plots / Charts
[OspqtLVUN5] figure_2.jpg -> classified as: Plots / Charts
[OspqtLVUN5] figure_7.jpg -> classified as: Plots / Charts
[OspqtLVUN5] figure_3.jpg -> classified as: Plots / Charts
[OspqtLVUN5] figure_4.jpg -> classified as: Plots / Charts
[OspqtLVUN5] figure_1.jpg -> classified as: Plots / Charts
[OuNIWgGGif] figure_5.jpg -> classified as: Plots / Charts
[OuNIWgGGif] figure_6.jpg -> classified as: Plots / Charts
[OuNIWgGGif] figure_9.jpg -> classified as: Plots / Charts
[OuNIWgGGif] figure_2.jpg -> classified as: Plots / Charts
[OuNIWgGGif] figure_7.jpg -> classified as: Plots / Charts
[OuNIWgGGif] figure_3.jpg -> classified as: Plots / Charts
[OuNIWgGGif] figure_4.jpg -> classified as: Plots / Charts
[OuNIWgGGif] figure_1.jpg -> classified as: Plots / Charts
[OuNIWgGGif] figure_8.jpg -> classified as: Plots / Charts
[Ouj6p4ca60] figure_2.jpg -> classified as: Plots / Charts
[Ouj6p4ca60] figure_3.jpg -> classified as: Plots / Charts
[Ouj6p4ca60] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OvU9u6wS2J] figure_1.jpg -> classified as: Plots / Charts
[OvlcyABNQT] figure_5.jpg -> classified as: Plots / Charts
[OvlcyABNQT] figure_6.jpg -> classified as: Plots / Charts
[OvlcyABNQT] figure_2.jpg -> classified as: Plots / Charts
[OvlcyABNQT] figure_3.jpg -> classified as: Plots / Charts
[OvlcyABNQT] figure_4.jpg -> classified as: Plots / Charts
[OvlcyABNQT] figure_1.jpg -> classified as: Plots / Charts
[OwNoTs2r8e] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OxrDTroSNP] figure_5.jpg -> classified as: Plots / Charts
[OxrDTroSNP] figure_9.jpg -> classified as: Plots / Charts
[OxrDTroSNP] figure_2.jpg -> classified as: Qualitative Examples
[OxrDTroSNP] figure_11.jpg -> classified as: Plots / Charts
[OxrDTroSNP] figure_7.jpg -> classified as: Plots / Charts
[OxrDTroSNP] figure_3.jpg -> classified as: Plots / Charts
[OxrDTroSNP] figure_4.jpg -> classified as: Architecture Diagram
[OxrDTroSNP] figure_1.jpg -> classified as: Architecture Diagram
[OxrDTroSNP] figure_12.jpg -> classified as: Plots / Charts
[OxrDTroSNP] figure_10.jpg -> classified as: Plots / Charts
[OyIzNLAQfE] figure_5.jpg -> classified as: Plots / Charts
[OyIzNLAQfE] figure_2.jpg -> classified as: Plots / Charts
[OyIzNLAQfE] figure_3.jpg -> classified as: Qualitative Examples
[OyIzNLAQfE] figure_4.jpg -> classified as: Plots / Charts
[OyIzNLAQfE] figure_1.jpg -> classified as: Architecture Diagram
[OyyE1FDdrQ] figure_5.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_6.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_IQL_Learning_Curves.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_9.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_18.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_13.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_15.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_2.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_20.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_11.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_7.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_3.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_4.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_TAWAC_Learning_Curves.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_1.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_8.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_12.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_14.jpg -> classified as: Plots / Charts
[OyyE1FDdrQ] figure_16.jpg -> classified as: Plots / Charts
[Ozfu2uBH55] figure_5.jpg -> classified as: Plots / Charts
[Ozfu2uBH55] figure_6.jpg -> classified as: Plots / Charts
[Ozfu2uBH55] figure_9.jpg -> classified as: Qualitative Examples
[Ozfu2uBH55] figure_13.jpg -> classified as: Qualitative Examples
[Ozfu2uBH55] figure_15.jpg -> classified as: Qualitative Examples
[Ozfu2uBH55] figure_2.jpg -> classified as: Plots / Charts
[Ozfu2uBH55] figure_11.jpg -> classified as: Plots / Charts
[Ozfu2uBH55] figure_7.jpg -> classified as: Plots / Charts
[Ozfu2uBH55] figure_3.jpg -> classified as: Plots / Charts
[Ozfu2uBH55] figure_4.jpg -> classified as: Qualitative Examples
[Ozfu2uBH55] figure_17.jpg -> classified as: Qualitative Examples
[Ozfu2uBH55] figure_1.jpg -> classified as: Qualitative Examples
[Ozfu2uBH55] figure_8.jpg -> classified as: Plots / Charts
[Ozfu2uBH55] figure_12.jpg -> classified as: Plots / Charts
[Ozfu2uBH55] figure_14.jpg -> classified as: Qualitative Examples
[Ozfu2uBH55] figure_16.jpg -> classified as: Qualitative Examples
[Ozfu2uBH55] figure_10.jpg -> classified as: Plots / Charts
[P1aobHnjjj] figure_2.jpg -> classified as: Plots / Charts
[P1aobHnjjj] figure_3.jpg -> classified as: Plots / Charts
[P1aobHnjjj] figure_4.jpg -> classified as: Plots / Charts
[P1aobHnjjj] figure_1.jpg -> classified as: Plots / Charts
[P6IVIoGRRg] figure_2.jpg -> classified as: Plots / Charts
[P6IVIoGRRg] figure_1.jpg -> classified as: Plots / Charts
[P98KMCf60l] figure_5.jpg -> classified as: Architecture Diagram
[P98KMCf60l] figure_2.jpg -> classified as: Plots / Charts
[P98KMCf60l] figure_3.jpg -> classified as: Plots / Charts
[P98KMCf60l] figure_4.jpg -> classified as: Plots / Charts
[P98KMCf60l] figure_1.jpg -> classified as: Plots / Charts
[PA3MWNDD6O] figure_1.jpg -> classified as: Architecture Diagram
[PCTqol2hvy] figure_5.jpg -> classified as: Architecture Diagram
[PCTqol2hvy] figure_6.jpg -> classified as: Architecture Diagram
[PCTqol2hvy] figure_13.jpg -> classified as: Plots / Charts
[PCTqol2hvy] figure_2.jpg -> classified as: Plots / Charts
[PCTqol2hvy] figure_11.jpg -> classified as: Plots / Charts
[PCTqol2hvy] figure_7.jpg -> classified as: Architecture Diagram
[PCTqol2hvy] figure_3.jpg -> classified as: Architecture Diagram
[PCTqol2hvy] figure_4.jpg -> classified as: Architecture Diagram
[PCTqol2hvy] figure_1.jpg -> classified as: Architecture Diagram
[PCTqol2hvy] figure_8.jpg -> classified as: Architecture Diagram
[PCTqol2hvy] figure_12.jpg -> classified as: Plots / Charts
[PCTqol2hvy] figure_10.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_5.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_6.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_9.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_2.jpg -> classified as: Other
  -> Skipping second pass (Other)
[PDnEDS244P] figure_11.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_7.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_3.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_4.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_1.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_8.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_12.jpg -> classified as: Plots / Charts
[PDnEDS244P] figure_10.jpg -> classified as: Plots / Charts
[PEoBvQWzHo] figure_2.jpg -> classified as: Plots / Charts
[PEoBvQWzHo] figure_1.jpg -> classified as: Architecture Diagram
[PIl69UIAWL] figure_5.jpg -> classified as: Plots / Charts
[PIl69UIAWL] figure_6.jpg -> classified as: Architecture Diagram
[PIl69UIAWL] figure_2.jpg -> classified as: Architecture Diagram
[PIl69UIAWL] figure_3.jpg -> classified as: Qualitative Examples
[PIl69UIAWL] figure_4.jpg -> classified as: Plots / Charts
[PIl69UIAWL] figure_1.jpg -> classified as: Architecture Diagram
[PJNhZoCjLh] figure_5.jpg -> classified as: Architecture Diagram
[PJNhZoCjLh] figure_6.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_9.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_13.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_15.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_2.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_11.jpg -> classified as: Architecture Diagram
[PJNhZoCjLh] figure_7.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_3.jpg -> classified as: Architecture Diagram
[PJNhZoCjLh] figure_4.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_17.jpg -> classified as: Qualitative Examples
[PJNhZoCjLh] figure_1.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_8.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_12.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_14.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_16.jpg -> classified as: Plots / Charts
[PJNhZoCjLh] figure_10.jpg -> classified as: Plots / Charts
[PLskiLUBDW] figure_5.jpg -> classified as: Plots / Charts
[PLskiLUBDW] figure_6.jpg -> classified as: Plots / Charts
[PLskiLUBDW] figure_9.jpg -> classified as: Architecture Diagram
[PLskiLUBDW] figure_13.jpg -> classified as: Architecture Diagram
[PLskiLUBDW] figure_2.jpg -> classified as: Plots / Charts
[PLskiLUBDW] figure_7.jpg -> classified as: Plots / Charts
[PLskiLUBDW] figure_3.jpg -> classified as: Plots / Charts
[PLskiLUBDW] figure_4.jpg -> classified as: Architecture Diagram
[PLskiLUBDW] figure_1.jpg -> classified as: Plots / Charts
[PLskiLUBDW] figure_8.jpg -> classified as: Plots / Charts
[PLskiLUBDW] figure_12.jpg -> classified as: Architecture Diagram
[PLskiLUBDW] figure_10.jpg -> classified as: Architecture Diagram
[PNMv4r7s1i] figure_5.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_6.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_9.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_13.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_2.jpg -> classified as: Other
  -> Skipping second pass (Other)
[PNMv4r7s1i] figure_11.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_7.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_3.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_4.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_1.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_8.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_12.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_14.jpg -> classified as: Plots / Charts
[PNMv4r7s1i] figure_10.jpg -> classified as: Plots / Charts
[PP1rudnxiW] figure_5.jpg -> classified as: Qualitative Examples
[PP1rudnxiW] figure_6.jpg -> classified as: Qualitative Examples
[PP1rudnxiW] figure_2.jpg -> classified as: Architecture Diagram
[PP1rudnxiW] figure_3.jpg -> classified as: Plots / Charts
[PP1rudnxiW] figure_4.jpg -> classified as: Plots / Charts
[PP1rudnxiW] figure_1.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_5.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_6.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_9.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_13.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_2.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_11.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_7.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_3.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_4.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_1.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_8.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_12.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_14.jpg -> classified as: Plots / Charts
[PPazOk82Sq] figure_10.jpg -> classified as: Plots / Charts
[PQbFUMKLFp] figure_5.jpg -> classified as: Architecture Diagram
[PQbFUMKLFp] figure_2.jpg -> classified as: Plots / Charts
[PQbFUMKLFp] figure_3.jpg -> classified as: Plots / Charts
[PQbFUMKLFp] figure_4.jpg -> classified as: Plots / Charts
[PQbFUMKLFp] figure_1.jpg -> classified as: Plots / Charts
[PUaSVhBzem] figure_E_4.jpg -> classified as: Plots / Charts
[PUaSVhBzem] figure_E_2.jpg -> classified as: Plots / Charts
[PUaSVhBzem] figure_E_1.jpg -> classified as: Plots / Charts
[PUaSVhBzem] figure_E_5.jpg -> classified as: Plots / Charts
[PUaSVhBzem] figure_2.jpg -> classified as: Plots / Charts
[PUaSVhBzem] figure_E.jpg -> classified as: Plots / Charts
[PUaSVhBzem] figure_3.jpg -> classified as: Plots / Charts
[PUaSVhBzem] figure_E_3.jpg -> classified as: Plots / Charts
[PUaSVhBzem] figure_1.jpg -> classified as: Plots / Charts
[PUnD86UEK5] figure_2.jpg -> classified as: Plots / Charts
[PUnD86UEK5] figure_3.jpg -> classified as: Plots / Charts
[PUnD86UEK5] figure_1.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_5.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_6.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_10x10_Data_Efficiency.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_9.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_13.jpg -> classified as: Qualitative Examples
[PVGS8UZ6GX] figure_2.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_11.jpg -> classified as: Qualitative Examples
[PVGS8UZ6GX] figure_5x5_Data_Efficiency.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_7.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_3.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_1.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_8.jpg -> classified as: Plots / Charts
[PVGS8UZ6GX] figure_12.jpg -> classified as: Qualitative Examples
[PVGS8UZ6GX] figure_14.jpg -> classified as: Qualitative Examples
[PVGS8UZ6GX] figure_10.jpg -> classified as: Qualitative Examples
[PXXuLvIH5r] figure_2.jpg -> classified as: Qualitative Examples
[PXXuLvIH5r] figure_3.jpg -> classified as: Architecture Diagram
[PXXuLvIH5r] figure_4.jpg -> classified as: Plots / Charts
[PXXuLvIH5r] figure_1.jpg -> classified as: Architecture Diagram
[PYVIXnHZhh] figure_2.jpg -> classified as: Architecture Diagram
[PYVIXnHZhh] figure_3.jpg -> classified as: Qualitative Examples
[PYVIXnHZhh] figure_4.jpg -> classified as: Plots / Charts
[PYVIXnHZhh] figure_1.jpg -> classified as: Qualitative Examples
[PYwYYwsbSo] figure_5.jpg -> classified as: Plots / Charts
[PYwYYwsbSo] figure_6.jpg -> classified as: Plots / Charts
[PYwYYwsbSo] figure_9.jpg -> classified as: Plots / Charts
[PYwYYwsbSo] figure_2.jpg -> classified as: Architecture Diagram
[PYwYYwsbSo] figure_7.jpg -> classified as: Architecture Diagram
[PYwYYwsbSo] figure_3.jpg -> classified as: Architecture Diagram
[PYwYYwsbSo] figure_4.jpg -> classified as: Plots / Charts
[PYwYYwsbSo] figure_1.jpg -> classified as: Plots / Charts
[PYwYYwsbSo] figure_8.jpg -> classified as: Plots / Charts
[PZYr22zFyE] figure_5.jpg -> classified as: Other
  -> Skipping second pass (Other)
[PZYr22zFyE] figure_2.jpg -> classified as: Architecture Diagram
[PZYr22zFyE] figure_Appendix_Table_3_.jpg -> classified as: Qualitative Examples
[PZYr22zFyE] figure_3.jpg -> classified as: Architecture Diagram
[PZYr22zFyE] figure_4.jpg -> classified as: Qualitative Examples
[PZYr22zFyE] figure_2_1.jpg -> classified as: Architecture Diagram
[PZYr22zFyE] figure_5_1.jpg -> classified as: Architecture Diagram
[PZYr22zFyE] figure_4_1.jpg -> classified as: Plots / Charts
[PZYr22zFyE] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[PZYr22zFyE] figure_3_1.jpg -> classified as: Architecture Diagram
[PZYr22zFyE] figure_1_1.jpg -> classified as: Architecture Diagram
[Pa4hecILrt] figure_2.jpg -> classified as: Architecture Diagram
[Pa4hecILrt] figure_3.jpg -> classified as: Plots / Charts
[Pa4hecILrt] figure_4.jpg -> classified as: Plots / Charts
[Pa4hecILrt] figure_1.jpg -> classified as: Architecture Diagram
[Pd3jVGTacT] figure_5.jpg -> classified as: Plots / Charts
[Pd3jVGTacT] figure_A1.jpg -> classified as: Plots / Charts
[Pd3jVGTacT] figure_6.jpg -> classified as: Plots / Charts
[Pd3jVGTacT] figure_A2.jpg -> classified as: Plots / Charts
[Pd3jVGTacT] figure_2.jpg -> classified as: Plots / Charts
[Pd3jVGTacT] figure_7.jpg -> classified as: Plots / Charts
[Pd3jVGTacT] figure_3.jpg -> classified as: Plots / Charts
[Pd3jVGTacT] figure_4.jpg -> classified as: Plots / Charts
[Pd3jVGTacT] figure_1.jpg -> classified as: Architecture Diagram
